Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
08/02/2015,MONTBLANC,Conca de Barbera,Tarragona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
11/02/2015,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,20,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
01/05/2015,TARRAGONA,Tarragones,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
05/04/2015,LLINARS DEL VALLES,Valles Oriental,Barcelona,1,0,4,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
13/01/2015,BOVERA,Garrigues,Lleida,0,1,0,50,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
12/12/2015,REUS,Baix Camp,Tarragona,0,1,1,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
05/06/2015,BANYOLES,Pla de l'Estany,Girona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
24/09/2015,CALDES DE MALAVELLA,Selva,Girona,0,1,0,50,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
18/09/2015,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Road exit with crash/collision,Crossing,Light wind,Night,Unspecified roadway exit
20/11/2015,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
19/11/2015,SANT BARTOMEU DEL GR,Osona,Barcelona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
26/10/2015,MONTGAT,Maresme,Barcelona,0,1,0,60,No,Light rain,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
28/08/2015,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,1,0,60,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
12/11/2015,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
05/11/2015,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
14/11/2015,BELANYA,Osona,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
22/12/2015,GIRONA,Girones,Girona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
10/07/2015,CERVELLO,Baix Llobregat,Barcelona,1,0,0,60,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
20/07/2015,CALONGE,Baix Emporda,Girona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
28/08/2015,VENTALLO,Alt Emporda,Girona,1,1,3,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
07/11/2015,POLINYA,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
16/10/2015,PAPIOL; EL,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
23/09/2015,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
20/07/2015,MANLLEU,Osona,Barcelona,0,1,0,NA,No,Good weather,Run over,Crossing,Light wind,Morning,Run over
24/06/2015,TORDERA,Maresme,Barcelona,0,1,0,60,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
12/07/2015,VALLS D'AGUILAR; LES,Alt Urgell,Lleida,0,1,0,40,No,Good weather,Other,Road,Light wind,Night,Other
14/09/2015,CUBELLES,Garraf,Barcelona,0,1,0,50,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
02/10/2015,VACARISSES,Valles Occidental,Barcelona,1,1,1,80,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
27/09/2015,BOSSOST,Val d'Aran,Lleida,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
08/12/2015,ORGANYA,Alt Urgell,Lleida,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
22/11/2015,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
15/06/2015,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
01/08/2015,SANT ANFREU DE LA BARCA,Baix Llobregat,Barcelona,0,1,0,30,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
26/09/2015,MONTGAT,Maresme,Barcelona,0,1,0,80,No,Good weather,Other,Road,Light wind,Night,Other
03/05/2015,CAMPLLONG,Girones,Girona,0,1,4,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
01/04/2015,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,On vacation,Urban zone,Light wind,Morning,Moving vehicles collision
16/05/2015,MARTORELL,Baix Llobregat,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
04/03/2015,TERRASSA,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,Other,Urban zone,Light wind,Night,Other
30/04/2015,VILANOVA I LA GELTRU,Garraf,Barcelona,1,0,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
27/03/2015,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,2,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
20/02/2015,JUNEDA,Garrigues,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
25/03/2015,RIPOLLET,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
22/05/2015,ARGENTONA,Maresme,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
14/01/2015,SELVA DEL CAMP; LA,Baix Camp,Tarragona,0,1,0,120,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
28/01/2015,TORDERA,Maresme,Barcelona,0,1,2,100,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
15/02/2015,COLLDEJOU,Baix Camp,Tarragona,0,1,0,999,No,Good weather,Frontal collision,Crossing,Light wind,Morning,Moving vehicles collision
08/08/2015,GIRONA,Girones,Girona,1,2,4,100,No,Heavy rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
30/11/2015,SANT POL DE MAR,Maresme,Barcelona,0,2,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
28/08/2015,SANT SALVADOR DE GUARDIA,Bages,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
06/11/2015,BARCELONA,Barcelones,Barcelona,1,0,0,60,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
30/11/2015,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,100,Yes,Good weather,Run over,Urban zone,Light wind,Morning,Run over
23/12/2015,CABRA DEL CAMP,Alt Camp,Tarragona,0,1,1,999,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
08/06/2015,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
17/06/2015,RUPIT I PRUIT,Osona,Barcelona,0,1,1,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
06/07/2015,VIC,Osona,Barcelona,0,1,1,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
12/10/2015,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Afternoon,Other
17/06/2015,VILADRAU,Osona,Girona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
13/05/2015,BADALONA,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
28/10/2015,DOSRIUS,Maresme,Barcelona,0,1,0,999,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
24/07/2015,BANYERES DEL PENEDES,Baix Penedes,Tarragona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Night,Moving vehicles collision
22/10/2015,CASTELLAR DE N'HUG,Bergueda,Barcelona,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
18/11/2015,AMPOSTA,Montsia,Tarragona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
08/11/2015,SEVA,Osona,Barcelona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
11/08/2015,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,2,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
07/11/2015,PRAT DE LLOBREGAT; E,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
17/11/2015,TERRASSA,Valles Occidental,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
26/05/2015,ALAMUS; ELS,Segria,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
30/05/2015,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
22/05/2015,ROSSELLO,Segria,Lleida,1,0,1,100,No,Good weather,Run over,Road,Light wind,Night,Run over
05/06/2015,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
14/04/2015,SANT FELIU DE GUIXOLS,Baix Emporda,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Crossing,Light wind,Morning,Moving vehicles collision
11/02/2015,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,50,No,Good weather,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Night,Collision against an object in the roadway
24/05/2015,RIPOLLET,Valles Occidental,Barcelona,0,1,3,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
05/05/2015,OLIUS,Solsones,Lleida,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
07/03/2015,LLEIDA,Segria,Lleida,0,1,0,NA,Unspecified,Good weather,Run over,Urban zone,Light wind,Morning,Run over
21/11/2015,MOIA,Moianès,Barcelona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
12/07/2015,CASTELLDEFELS,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
07/06/2015,BASCARA,Alt Emporda,Girona,1,0,1,120,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
08/07/2015,LLORET DE MAR,Selva,Girona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
01/09/2015,GRANOLLERS,Valles Oriental,Barcelona,1,0,0,50,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
24/09/2015,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
11/08/2015,LLORET DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
19/07/2015,SANT MARTI DE LLEMENA,Girones,Girona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
25/07/2015,ESPARREGUERA,Baix Llobregat,Barcelona,0,1,0,100,No,Light rain,Collision against an object/obstacle without prior exit from the road,Road,Light wind,Morning,Collision against an object in the roadway
15/06/2015,SABADELL,Valles Occidental,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
17/07/2015,ORDIS,Alt Emporda,Girona,0,1,1,80,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
07/09/2015,AMPOSTA,Montsia,Tarragona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
08/09/2015,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
06/06/2015,FONTANALS DE CERDANYA,Cerdanya,Girona,0,1,0,40,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
07/06/2015,MACANET DE LA SELVA,Selva,Girona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
28/11/2015,BELLCAIRE D'EMPORDA,Baix Emporda,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
16/12/2015,SANTA COLOMA DE GRAMANET,Barcelones,Barcelona,1,0,1,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
19/09/2015,TERRASSA,Valles Occidental,Barcelona,0,1,1,NA,No,Good weather,Frontal collision,Crossing,Light wind,Night,Moving vehicles collision
14/03/2015,POBLA DE CLARAMUNT;LA,Anoia,Barcelona,0,2,3,40,No,Light rain,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
09/06/2015,CASTELL-PLATJA D'ARO,Baix Emporda,Girona,1,2,0,100,No,Good weather,Other,Crossing,Light wind,Morning,Other
06/03/2015,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
27/02/2015,SABADELL,Valles Occidental,Barcelona,0,1,0,100,Yes,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
05/04/2015,MOIA,Moianès,Barcelona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
27/02/2015,VILADECANS,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
09/05/2015,SANT AGUSTI DE LLUCA,Osona,Barcelona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
26/05/2015,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,0,100,No,Good weather,Run over,Crossing,Moderate wind,Morning,Run over
20/02/2015,TORDERA,Maresme,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
10/01/2015,SANTA MARIA DE PALAU,Valles Oriental,Barcelona,0,1,0,40,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
20/02/2015,PRULLANS,Cerdanya,Lleida,0,1,3,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
26/09/2015,ARENYS DE MUNT,Maresme,Barcelona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
18/11/2015,SANTA COLOMA DE FARNERS,Selva,Girona,0,2,0,100,No,Good weather,Other roadway exits,Urban zone,Light wind,Afternoon,Unspecified roadway exit
03/11/2015,CORBINS,Segria,Lleida,0,1,3,100,No,Good weather,Other,Urban zone,Light wind,Morning,Other
09/09/2015,CORNELLA DE LLOBREGAT,Baix Llobregat,Barcelona,0,2,0,NA,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
23/09/2015,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
22/11/2015,SENTMENAT,Valles Occidental,Barcelona,0,2,0,50,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
09/07/2015,ARENYS DE MAR,Maresme,Barcelona,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
02/07/2015,SALAS DE PALLARS,Pallars Jussa,Lleida,0,1,4,40,No,Good weather,Other,Road,Light wind,Morning,Other
20/10/2015,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
28/06/2015,SILS,Selva,Girona,0,2,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
26/09/2015,BORREDA,Bergueda,Barcelona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
18/07/2015,BARCELONA,Barcelones,Barcelona,0,1,0,80,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
28/08/2015,SANT JOAN DE VILATOR,Bages,Barcelona,1,0,0,80,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
15/12/2015,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,0,1,1,40,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
08/09/2015,LLADURS,Solsones,Lleida,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
24/07/2015,GELIDA,Alt Penedes,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
25/07/2015,IVORRA,Segarra,Lleida,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
03/07/2015,MATARO,Maresme,Barcelona,0,1,0,80,No,Good weather,Run over,Road,Light wind,Night,Run over
10/07/2015,RIUDELLOTS DE LA SELVA,Selva,Girona,0,1,0,40,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
13/04/2015,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Frontal collision,Crossing,Light wind,Afternoon,Moving vehicles collision
16/08/2015,BELLPUIG,Urgell,Lleida,0,2,2,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
03/11/2015,SEROS,Segria,Lleida,0,1,2,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
12/10/2015,MIRAVET,Ribera d'Ebre,Tarragona,0,1,0,50,No,Good weather,Onslaught (front-side),Crossing,Light wind,Morning,Moving vehicles collision
23/04/2015,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
04/12/2015,GIRONA,Girones,Girona,0,1,0,100,No,Good weather,Fall on the road,Urban zone,Light wind,Morning,Overturn in roadway
08/05/2015,SANTA PAU,Garrotxa,Girona,0,1,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
23/04/2015,LLEIDA,Segria,Lleida,0,1,0,100,No,Good weather,Other roadway exits,Urban zone,Light wind,Morning,Unspecified roadway exit
27/03/2015,SANT FELIU DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,100,Yes,Good weather,Run over,Road,Light wind,Afternoon,Run over
23/02/2015,MONTMELO,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
12/03/2015,PORQUERES,Pla de l'Estany,Girona,0,1,0,30,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
12/05/2015,VILADECAVALLS,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
27/01/2015,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,1,NA,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
